File,Mode,Chunks,Time (s),Outcome
856399094_1875_150_12.txt,parallel,6,114.06,✅ success
856399094_1875_151_06.txt,parallel,6,43.17,✅ success
856399094_1875_151_12.txt,parallel,6,88.74,✅ success
856399094_1875_151_16.txt,parallel,6,47.51,✅ success
856399094_1875_152_12.txt,parallel,6,135.97,✅ success
856399094_1875_152_13.txt,parallel,6,70.79,✅ success
856399094_1875_153_12.txt,parallel,6,115.59,✅ success
856399094_1875_154_07.txt,parallel,5,69.55,✅ success
856399094_1875_154_09.txt,parallel,5,64.46,✅ success
856399094_1875_154_12.txt,parallel,5,95.28,✅ success
856399094_1875_154_20.txt,parallel,3,9.94,✅ success
856399094_1875_155_06.txt,parallel,6,48.61,✅ success
856399094_1875_155_10.txt,parallel,6,123.05,✅ success
856399094_1875_155_11.txt,parallel,5,143.08,✅ success
856399094_1875_155_12.txt,parallel,6,73.67,✅ success
856399094_1875_156_08.txt,parallel,6,131.01,✅ success
856399094_1875_156_09.txt,parallel,5,141.88,✅ success
856399094_1875_156_10.txt,parallel,5,122.65,✅ success
856399094_1875_156_14.txt,parallel,4,95.19,✅ success
856399094_1875_157_06.txt,parallel,6,35.17,✅ success
856399094_1875_157_07.txt,parallel,6,61.64,✅ success
856399094_1875_157_09.txt,parallel,6,75.36,✅ success
856399094_1875_157_10.txt,parallel,6,142.75,✅ success
856399094_1875_157_11.txt,parallel,5,133.61,✅ success
856399094_1875_157_12.txt,parallel,6,67.03,✅ success
856399094_1875_158_06.txt,parallel,6,98.9,✅ success
856399094_1875_159_01.txt,parallel,4,18.31,✅ success
856399094_1875_159_09.txt,parallel,5,103.0,✅ success
856399094_1875_159_10.txt,parallel,6,128.77,✅ success
856399094_1875_159_12.txt,parallel,5,63.68,✅ success
856399094_1875_160_10.txt,parallel,6,134.72,✅ success
856399094_1875_160_11.txt,parallel,5,69.93,✅ success
856399094_1875_160_12.txt,parallel,6,100.04,✅ success
856399094_1875_161_08.txt,parallel,6,160.96,✅ success
856399094_1875_161_09.txt,parallel,6,145.68,✅ success
856399094_1875_162_07.txt,parallel,3,44.22,✅ success
856399094_1875_162_10.txt,parallel,6,155.64,✅ success
856399094_1875_162_11.txt,parallel,6,201.79,✅ success
856399094_1875_163_05.txt,parallel,5,91.72,✅ success
856399094_1875_163_06.txt,parallel,6,80.69,✅ success
856399094_1875_164_05.txt,parallel,5,43.25,✅ success
856399094_1875_164_10.txt,parallel,6,127.68,✅ success
856399094_1875_164_16.txt,parallel,5,55.87,✅ success
856399094_1875_165_01.txt,parallel,4,28.68,✅ success
856399094_1875_165_12.txt,parallel,6,57.94,✅ success
856399094_1875_166_05.txt,parallel,7,42.36,✅ success
